tls_id,profile_role,source,source_itst_id,source_eqmn_id,source_tls_id,movement_ids,mapped_segments,route_order_min,cycle_sec,main_green_sec,side_green_sec,yellow_sec,offset_sec,confidence,dominant_api_field,dominant_remaining_sec,inference_reason,status,before_cycle_sec,after_cycle_sec,phase_count,main_phase_indices,yellow_phase_count
CSV_TLS_S01_S02_SEONGDONG_GLOBAL_BUSINESS_HIGH_SCHOOL,mainroad_direct,TData_SPAT_sample_direct_order_mapping,2639,CIB1031263900,CSV_TLS_S01_S02_SEONGDONG_GLOBAL_BUSINESS_HIGH_SCHOOL,B4_MOVEMENT_00,S1:upbound,6.0,130,105,19,3,50,0.87,etLtsgRmdrCs,152.7,mainroad TLS receives an API-derived profile by route-order assignment,APPLIED,72.0,130,4,0,2
10299171845,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2086,CIB1021208600,10299171845,,,11.0,105,60,39,3,40,0.7,etStsgRmdrCs,87.4,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,105,4,0,2
11059693772,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1865,CIB1000019500,11059693772,,,12.0,105,55,44,3,41,0.7,ntStsgRmdrCs,83.3,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,105,3,0,1
11203059755,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,795,CIB1031079500,11203059755,,,13.0,100,55,39,3,50,0.7,wtLtsgRmdrCs,81.9,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,100,3,0,1
11203059756,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,151,CIB1000023900,11203059756,,,14.0,90,50,34,3,55,0.7,stLtsgRmdrCs,71.1,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,90,3,0,1
11203059757,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1839,CIB1000017200,11203059757,,,15.0,85,45,34,3,60,0.7,etStsgRmdrCs,65.7,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,85,3,0,1
1327210743,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2075,CIB1021207500,1327210743,,,16.0,80,45,29,3,66,0.7,seStsgRmdrCs,61.2,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,80,4,0,2
13732389937,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2876,CIB1010012100,13732389937,,,17.0,80,40,34,3,68,0.7,etStsgRmdrCs,58.7,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,80,4,2,2
13732389938,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1999,CIB1000034300,13732389938,,,18.0,160,95,59,3,87,0.67,etLtsgRmdrCs,152.1,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,160,4,2,2
1908148229,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,938,CIB1010045500,1908148229,,,19.0,120,65,49,3,81,0.67,stLtsgRmdrCs,100.9,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,120,3,0,1
1945254547,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2869,CIB1010042600,1945254547,,,20.0,120,65,49,3,84,0.67,ntLtsgRmdrCs,98.5,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,120,6,0,3
2471514433,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2896,CIB1010021400,2471514433,,,21.0,115,65,44,3,92,0.67,wtLtsgRmdrCs,96.2,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,115,6,0,2
3285441969,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1815,CIB1000038600,3285441969,,,22.0,115,60,49,3,95,0.67,etStsgRmdrCs,93.7,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,115,3,0,1
3846493836,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2623,CIB1001262300,3846493836,,,23.0,110,60,44,3,102,0.67,neLtsgRmdrCs,90.9,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,110,4,0,2
3846495798,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2823,CIB1010040200,3846495798,,,24.0,105,55,44,3,0,0.67,seStsgRmdrCs,83.1,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,105,4,0,2
3846533327,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,3653,CIB1021365300,3846533327,,,25.0,100,55,39,3,10,0.67,etLtsgRmdrCs,78.4,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,100,6,0,3
4202879197,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1821,CIB1000017700,4202879197,,,26.0,105,50,49,3,4,0.67,etBssgRmdrCs,77.1,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,105,7,0,3
4276317241,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1816,CIB1000020000,4276317241,,,27.0,90,45,39,3,29,0.67,etBssgRmdrCs,66.7,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,90,3,0,1
436849185,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1863,CIB1000017300,436849185,,,28.0,80,35,39,3,35,0.67,ntLtsgRmdrCs,47.1,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,80,4,0,2
436870729,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,7668,CIB1032079500,436870729,,,29.0,160,90,64,3,140,0.64,stLtsgRmdrCs,146.3,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,160,8,0,4
5161705573,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2901,CIB1010020600,5161705573,,,30.0,140,75,59,3,138,0.64,swStsgRmdrCs,119.9,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,140,3,0,1
5172891764,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,4431,CIB1021443100,5172891764,,,31.0,135,75,54,3,10,0.64,stLtsgRmdrCs,116.0,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,135,3,0,1
5172891765,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1822,CIB1001182200,5172891765,,,32.0,130,70,54,3,19,0.64,etStsgRmdrCs,109.8,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,130,3,0,1
5593950705,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1827,CIB1001182700,5593950705,,,33.0,125,70,49,3,29,0.64,etStsgRmdrCs,105.0,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,125,3,0,1
5851251281,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1850,CIB1000012200,5851251281,,,34.0,120,65,49,3,42,0.64,etLtsgRmdrCs,102.1,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,120,4,2,2
7265413652,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,243,CIB1031024300,7265413652,,,35.0,120,65,49,3,44,0.64,wtLtsgRmdrCs,98.9,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,120,3,0,1
7311080426,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2262,CIB1000038700,7311080426,,,36.0,120,65,49,3,49,0.64,wtStsgRmdrCs,98.7,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,120,3,0,1
8209566040,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2124,CIB1021212400,8209566040,,,37.0,110,60,44,3,68,0.64,ntLtsgRmdrCs,92.4,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,110,3,0,1
8209566041,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2865,CIB1010040900,8209566041,,,38.0,105,60,39,3,77,0.64,ntLtsgRmdrCs,86.5,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,105,3,0,1
8487751470,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2875,CIB1010012000,8487751470,,,39.0,105,55,44,3,83,0.64,etLtsgRmdrCs,86.3,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,105,4,0,2
COMPACT_V9_FIRE_STATION_ENTRY_TLS,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2080,CIB1021208000,COMPACT_V9_FIRE_STATION_ENTRY_TLS,,,40.0,105,55,44,3,86,0.64,stLtsgRmdrCs,84.9,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,60.0,105,3,0,1
cluster_11177413157_11178710207,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2822,CIB1010042800,cluster_11177413157_11178710207,,,41.0,105,55,44,3,90,0.64,etStsgRmdrCs,83.5,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,105,3,0,1
cluster_11203041632_11203041633_11203041634_11203041635_#5more,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1826,CIB1000039300,cluster_11203041632_11203041633_11203041634_11203041635_#5more,,,42.0,95,50,39,3,14,0.64,stLtsgRmdrCs,76.9,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,95,8,4,4
cluster_11277565406_11277565407_11277565408_11277565409_#6more,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2028,CIB1021202800,cluster_11277565406_11277565407_11277565408_11277565409_#6more,,,43.0,95,50,39,3,18,0.64,wtLtsgRmdrCs,76.0,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,95,8,0,4
cluster_11347624895_11414286294,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1830,CIB1000032100,cluster_11347624895_11414286294,,,44.0,90,50,34,3,33,0.64,etStsgRmdrCs,70.3,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,90,8,4,4
cluster_12785870414_3337522189,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2331,CIB1031233100,cluster_12785870414_3337522189,,,45.0,90,50,34,3,38,0.64,stLtsgRmdrCs,70.2,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,90,4,0,2
cluster_1326096615_3849700763,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2104,CIB1021210400,cluster_1326096615_3849700763,,,46.0,90,50,34,3,42,0.64,wtLtsgRmdrCs,69.0,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,90,11,0,5
cluster_13348293702_13348293703_414685829,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2638,CIB1020020700,cluster_13348293702_13348293703_414685829,,,47.0,80,45,29,3,68,0.64,ntLtsgRmdrCs,59.5,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,80,4,0,2
cluster_2374692784_2374692803,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,917,CIB1000044500,cluster_2374692784_2374692803,,,48.0,80,40,34,3,71,0.64,etStsgRmdrCs,57.1,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,80,8,0,3
cluster_2457731125_436856300,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1657,CIB1031165700,cluster_2457731125_436856300,,,49.0,80,35,39,3,64,0.64,ntStsgRmdrCs,44.3,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,80,1,0,0
cluster_3846493853_3846493855_3846493856,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1928,CIB1021192800,cluster_3846493853_3846493855_3846493856,,,50.0,160,80,74,3,68,0.61,wtBssgRmdrCs,123.7,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,160,13,0,5
cluster_3846534041_436877431,mainroad_direct,TData_SPAT_sample_direct_order_mapping,1820,CIB1000020200,cluster_3846534041_436877431,B4_MOVEMENT_02,S3:upbound,12.0,130,95,29,3,61,0.835,etLtsgRmdrCs,134.7,mainroad TLS receives an API-derived profile by route-order assignment,APPLIED,90.0,130,4,0,2
cluster_4276316582_436883143,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1819,CIB1000017500,cluster_4276316582_436883143,,,52.0,120,65,49,3,15,0.61,etLtsgRmdrCs,99.5,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,120,6,2,3
joinedS_11139302899_11139302904_11178710208_cluster_11139302901_4704751520_5593950663_5593950669_#1more_#1more,mainroad_direct,TData_SPAT_sample_direct_order_mapping,1839,CIB1000017200,joinedS_11139302899_11139302904_11178710208_cluster_11139302901_4704751520_5593950663_5593950669_#1more_#1more,B4_MOVEMENT_16,S21:upbound,59.0,90,78,6,3,73,0.8,etStsgRmdrCs,65.7,mainroad TLS receives an API-derived profile by route-order assignment,APPLIED,176.0,90,16,2,8
joinedS_11203052957_cluster_11203052955_11203052956_11203052960_11203052961_#11more,mainroad_direct,TData_SPAT_sample_direct_order_mapping,2613,CIB1031261300,joinedS_11203052957_cluster_11203052955_11203052956_11203052960_11203052961_#11more,B4_MOVEMENT_11,S15:upbound,50.0,100,80,14,3,35,0.8,seLtsgRmdrCs,100.6,mainroad TLS receives an API-derived profile by route-order assignment,APPLIED,90.0,100,11,4,5
joinedS_11203083989_11203083990_11203083991_11203083992_#1more,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,1574,CIB1000016800,joinedS_11203083989_11203083990_11203083991_11203083992_#1more,,,55.0,105,55,44,3,60,0.61,wtUtsgRmdrCs,84.1,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,105,4,0,2
joinedS_11209914859_cluster_11209914851_11209914852_11209914857_11209914858_#9more,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,2870,CIB1010042400,joinedS_11209914859_cluster_11209914851_11209914852_11209914857_11209914858_#9more,,,56.0,95,50,39,3,86,0.61,ntLtsgRmdrCs,74.5,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,95,6,0,3
joinedS_11346754524_11346754527_7335400049_cluster_11346754525_11346754526_2784736947_414685366_#2more,mainroad_direct,TData_SPAT_sample_direct_order_mapping,2884,CIB1010020500,joinedS_11346754524_11346754527_7335400049_cluster_11346754525_11346754526_2784736947_414685366_#2more,B4_MOVEMENT_06 B4_MOVEMENT_07,S9:upbound,35.0,130,90,34,3,18,0.8,swUtsgRmdrCs,113.9,mainroad TLS receives an API-derived profile by route-order assignment,APPLIED,90.0,130,10,2 8,5
joinedS_11414286323_cluster_11414286309_7666741014,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,3330,CIB1031333000,joinedS_11414286323_cluster_11414286309_7666741014,,,58.0,95,50,39,3,0,0.61,neLtsgRmdrCs,72.6,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,95,8,4,4
joinedS_3846493837_cluster_2515564080_436883154,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,20158,CIB1010043900,joinedS_3846493837_cluster_2515564080_436883154,,,59.0,90,50,34,3,21,0.61,stStsgRmdrCs,68.9,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,90,6,0,3
joinedS_4276255151_cluster_4276255149_4276255150_4276255152_436839431,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,158,CIB1000043800,joinedS_4276255151_cluster_4276255149_4276255150_4276255152_436839431,,,60.0,90,50,34,3,26,0.61,stLtsgRmdrCs,68.7,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,90.0,90,4,2,2
joinedS_7121587905_cluster_11203001806_11203001809_11203001810_11203001814_#12more_cluster_11203001812_13639573216_13721232723_13721232725_#1more_cluster_11203001813_13721232726_#1more,global_api_direct,TData_SPAT_sample_global_tls_order_mapping,3231,CIB1031323100,joinedS_7121587905_cluster_11203001806_11203001809_11203001810_11203001814_#12more_cluster_11203001812_13639573216_13721232723_13721232725_#1more_cluster_11203001813_13721232726_#1more,,,61.0,85,45,34,3,50,0.61,etLtsgRmdrCs,66.7,global TLS receives a direct API-derived profile by net tlLogic order,APPLIED,407.0,85,22,0,11
joinedS_7335400058_cluster_13348213189_13348213190_13348213191_4273893706_#1more,mainroad_direct,TData_SPAT_sample_direct_order_mapping,2060,CIB1021206000,joinedS_7335400058_cluster_13348213189_13348213190_13348213191_4273893706_#1more,B4_MOVEMENT_04,S6:upbound,23.0,130,90,34,3,103,0.8,swLtsgRmdrCs,125.6,mainroad TLS receives an API-derived profile by route-order assignment,APPLIED,90.0,130,4,0,2
